WP, 02, 2019021812,   , BEST,   0,  46N, 1628E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1007,  175,  40,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
WP, 02, 2019021818,   , BEST,   0,  49N, 1613E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1007,  175,  40,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
WP, 02, 2019021900,   , BEST,   0,  50N, 1597E,  25, 1004, TD,   0,    ,    0,    0,    0,    0, 1007,  175,  40,   0,   0,   W,   0,    ,   0,   0,     INVEST, S, 
WP, 02, 2019021906,   , BEST,   0,  49N, 1584E,  25, 1001, TD,   0,    ,    0,    0,    0,    0, 1005,  175,  45,   0,   0,   W,   0,    ,   0,   0,        TWO, S,  0,    ,    0,    0,    0,    0, TRANSITIONED, wpA22019 to wp022019, 
WP, 02, 2019021912,   , BEST,   0,  46N, 1570E,  30, 1001, TD,   0,    ,    0,    0,    0,    0, 1008,  185,  45,   0,   0,   W,   0,    ,   0,   0,        TWO, S, 
WP, 02, 2019021918,   , BEST,   0,  46N, 1559E,  40,  993, TS,  34, NEQ,  135,   65,   85,  115, 1006,  185,  45,   0,   0,   W,   0,    ,   0,   0,        TWO, S, 
WP, 02, 2019022000,   , BEST,   0,  47N, 1546E,  45,  995, TS,  34, NEQ,  140,   80,  120,  125, 1006,  185,  45,   0,   0,   W,   0,    ,   0,   0,      WUTIP, M, 
WP, 02, 2019022006,   , BEST,   0,  50N, 1536E,  50,  985, TS,  34, NEQ,  130,   75,   75,  130, 1006,  195,  40,   0,   0,   W,   0,    ,   0,   0,      WUTIP, M, 
WP, 02, 2019022006,   , BEST,   0,  50N, 1536E,  50,  985, TS,  50, NEQ,   40,   40,   40,   40, 1006,  195,  40,   0,   0,   W,   0,    ,   0,   0,      WUTIP, M, 
WP, 02, 2019022012,   , BEST,   0,  53N, 1525E,  55,  991, TS,  34, NEQ,   80,  125,  160,  130, 1007,  190,  30,   0,   0,   W,   0,    ,   0,   0,      WUTIP, D, 
WP, 02, 2019022012,   , BEST,   0,  53N, 1525E,  55,  991, TS,  50, NEQ,   40,   40,   40,   40, 1007,  190,  30,   0,   0,   W,   0,    ,   0,   0,      WUTIP, D, 
WP, 02, 2019022018,   , BEST,   0,  58N, 1513E,  60,  987, TS,  34, NEQ,  130,  120,  155,  130, 1006,  210,  30,   0,   0,   W,   0,    ,   0,   0,      WUTIP, D, 
WP, 02, 2019022018,   , BEST,   0,  58N, 1513E,  60,  987, TS,  50, NEQ,   65,   50,   50,   65, 1006,  210,  30,   0,   0,   W,   0,    ,   0,   0,      WUTIP, D, 
